"Term","Category Code","Category Name","Example Tweet Text"
"hospital appeals","C03","Mental, physical, emotional well being and health","“@gmanews: UST Hospital appeals to PHL Red Cross for water and food. #rescuePH #reliefPH (via @Joseph_Morong)”"
"hospital are flooded","C03","Mental, physical, emotional well being and health","RT @johnebora: PGH, UERM, and UST Hospital are flooded. Supplies are running low. Patients and staff need food and water. #RescuePH"
"hospital ceo on west explosion","C03","Mental, physical, emotional well being and health","RT @wacotrib: News from Hillcrest hospital CEO on West explosion: 61 patients treated so far. No deaths at this time."
"hospital director","C03","Mental, physical, emotional well being and health","RT @MicahGrimes: BREAKING: @AFP: Villages in the Solomon Islands destroyed by 8.0 quake, hospital director says - @mpoppel"
"hospital flood now on the {Number}/f","C03","Mental, physical, emotional well being and health","RT @ken_rhoel SOS!UST Hospital flood now on the 2/F.No food for the patients &amp; staff. Please RT! #Rescue5 #rescuePH @MMDA"
"hospital food shortage","C03","Mental, physical, emotional well being and health","RT @rosalesglee: UST HOSPITAL FOOD SHORTAGE @themayorlim #rescuePH"
"hospital is running out of food","C03","Mental, physical, emotional well being and health","RT @RescuePH: RT @HeyItsMeChris48: UST Hospital is running out of food. They need help. @MMDA @gmanews @RescuePH #RescuePH"
"hospital needs food","C03","Mental, physical, emotional well being and health","RT @AnnValerio: University of Santo Tomas (UST) Hospital needs food for the patients and staff. #rescuePH"
"hospital needs help","C03","Mental, physical, emotional well being and health","@keancipriano Ust hospital needs help! Their generator wont last long. Patients will suffer. #Rescueph #Reliefph"
"hospital patients","C03","Mental, physical, emotional well being and health","Hospital patients flee rising floods: Heavy flooding in Australia caused by torrential rains has forced mass eva... http://t.co/4JZioCQR"
"hospital staff","C03","Mental, physical, emotional well being and health","“@gmanews: PGH hospital staff, patients need food and water. PGH is isolated by flood. #ReliefPH (via @studentregentUP)” @leyjuaymah"
"hundreds injured","C03","Mental, physical, emotional well being and health","best compilation I've seen @RT_com Skyfall: Hundreds injured as #RussianMeteor wreaks havoc in Urals http://t.co/IQtyPxO7"
"hundreds likely injured after massive explosion at fertiliser plant","C03","Mental, physical, emotional well being and health","At least two killed and hundreds likely injured after massive explosion at fertiliser plant near Waco in Texas."
"hundreds more injured","C03","Mental, physical, emotional well being and health","RT @funkmasterflex: (Photos) Fire Kills Over 245 People In Brazil Nightclub, Hundreds More Injured - http://t.co/ZBriCDNP #IFWT"
"leaves {Number} injured","C03","Mental, physical, emotional well being and health","New York Train Crash Kills Four, Leaves 67 Injured Today http://t.co/uxpFB6cQy9"
"medical","C03","Mental, physical, emotional well being and health","ngayon mas kailangan ang medical and relief operation ng INC! #PrayForVisayas"
"medical assistance","C03","Mental, physical, emotional well being and health","DTN Pakistan: PIMA provides medical assistance in flood-hit areas: Islamabad Pakistan Islamic Medical Associat... http://t.co/tvhkzI2lSx"
"medical camps","C03","Mental, physical, emotional well being and health","#Medical camps set up in #Multan for the #flood-hit. #Pakistan"
"medical centers","C03","Mental, physical, emotional well being and health","RT @Vidyut: Crisis map for #Uttarakhand showing shelters, relief camps, medical centers, control rooms, donation drop points, etc http://t.…"
"medical directors","C03","Mental, physical, emotional well being and health","RT @BBCBreaking: Dozens seriously injured after fertiliser plant explosion in Texas town of #West, medical directors say http://t.co/00F ..."
"medical facility","C03","Mental, physical, emotional well being and health","RT @IsraelMFA: #Israel sets up medical facility,equipped with approx 100 tons of humanitarian &amp; medical supplies in the #Philippines http:/…"
"medical school","C03","Mental, physical, emotional well being and health","Campus and community preparing for medical school | http://t.co/ypg51dNG | Colorado Springs | Pueblo |: http://t.co/ZJYduzcM"
"medical supplies","C03","Mental, physical, emotional well being and health","URGENT MEDICAL SUPPLIES NEEDED FOR #SAVAR BUILDING COLLAPSE VICTIMS: Details included in picture #Shahbag #Bangladesh http://t.co/o6wcWvv01b"
"medical supplies/prescriptions","C03","Mental, physical, emotional well being and health","RT @LAX_Official: Passengers unable to reclaim personal belongings with medical supplies/prescriptions contact LAX’s on-airport medical cli…"
"medical supplies/prescriptions contact","C03","Mental, physical, emotional well being and health","RT @LAX_Official: Passengers unable to reclaim personal belongings with medical supplies/prescriptions contact LAX’s on-airport medical cli…"
"medical team headed","C03","Mental, physical, emotional well being and health","RT @RealPaulWalker: After providing clean water w/ @wavesforwater, @ReachOutWW is mobilizing a medical team headed for the #Philippines: ht…"
"medical units","C03","Mental, physical, emotional well being and health","RT @CNBCPAKISTAN: Chief Secretary Balochistan Babar Yaqub Fatah: Medical units already arrived in #earthquake hit #Awaran, injured being sh…"
"military hospital","C03","Mental, physical, emotional well being and health","RT @BBCBreaking: Woman taken to military hospital after being pulled alive from building which collapsed in #Bangladesh 17 days ago http://…"
"more choked up","C03","Mental, physical, emotional well being and health","RT @BBC_Travel: Indonesia's smog and haze is getting Singapore more and more choked up http://t.co/1aPWj5Y9cE #bbcinbrief"
"multiple injuries","C03","Mental, physical, emotional well being and health","Tarps set up for multiple injuries: HLN's Mike Brooks talks about possible injuries at the LAX airport followi... http://t.co/j0N7zID6s5"
"multiple injuries reported","C03","Mental, physical, emotional well being and health","Officials confirm major train derailment in Bronx, NY. Metro north train, multiple injuries reported. Stay with @WFSBnews for updates."
"multiple injuries reported at","C03","Mental, physical, emotional well being and health","RT @BreakingNews: Multiple injuries reported at Texas fertilizer plant explosion - @AP http://t.co/GwkDfSkqXR"
"need help asap w/ {Number} days old baby unit {Number} pine cluster","C03","Mental, physical, emotional well being and health","need help asap w/ 3 days old baby Unit 1 Pine Cluster St., Pineville Subd. Lawa Meycauayan Bulacan. 09166049812 #RescuePH @rescue5ph"
"need to provide first aid while waiting on emergency services","C03","Mental, physical, emotional well being and health","During severe weather, you may need to provide first aid while waiting on emergency services - have a first aid kit handy #1staid4 #bigwet"
"no surgery","C03","Mental, physical, emotional well being and health","#Breaking: no surgery staff present at #Earthquake hit #Awaran district hospital, watch details now on CNBC"
"no surgery staff present","C03","Mental, physical, emotional well being and health","#Breaking: no surgery staff present at #Earthquake hit #Awaran district hospital, watch details now on CNBC"
"nurse among victims","C03","Mental, physical, emotional well being and health","New York train crash: 'Enormously talented' technician and nurse among victims: The job that had J... http://t.co/UpTTlRn92o #golddigger"
"officials fear increased risk of west nile virus","C03","Mental, physical, emotional well being and health","Colorado emergency officials fear increased risk of West Nile virus amid flooding http://t.co/8FBFLbw9vA"
"patients","C03","Mental, physical, emotional well being and health","RT @akoposimarcelo: Flood in the UST Hospital is now on the 2nd floor. No food for the patients &amp; staff. Pls. help! #rescuePH @rescu ..."
"people hospitalized","C03","Mental, physical, emotional well being and health","RT @myfoxphoenix: #LAXShooting update: 5 people hospitalized http://t.co/ggNTvJfDOR #FOX10"
"people hurt","C03","Mental, physical, emotional well being and health","Meteor Hits Russia:5 Hundreds people Hurt http://t.co/01xPaQbZ"
"people injured","C03","Mental, physical, emotional well being and health","Suspect in Custody, Multiple People Injured in LAX Shooting - Dansville-Genesee Country Express http://t.co/zd757LbhDV (Latest) #obama #p2"
"people injured by falling","C03","Mental, physical, emotional well being and health","RT @BostonDotCom: .@AP: Nearly 1,000 people injured by falling meteor in Russia, according to officials."
"people injured by glass shards from shattered","C03","Mental, physical, emotional well being and health","RT @IrinaGalushkoRT: latest reports: at least 100 people injured by glass shards from shattered windows in #Chelyabinsk #asteroid explosion"
"people really suck","C03","Mental, physical, emotional well being and health","RT @ErikaEnd0: People really suck. #prayforboston"
"people who were injured","C03","Mental, physical, emotional well being and health","Heart goes out to the people who were injured and killed during the Boston Marathon &lt;&lt; #unbelievable"
"red crescent society","C03","Mental, physical, emotional well being and health","DTN Pakistan: PRCS relief reaches 30,000 flood victims: Islamabad The Pakistan Red Crescent Society (PRCS) has... http://t.co/pygfiu4OiS"
"red cross","C03","Mental, physical, emotional well being and health","@TheEllenShow PLEASE HELP THE #Queensland AUSTRALIA RED CROSS in the flood affected families especially in Bundaberg and Gympie!!! #redcross"
"red cross emergency numbers","C03","Mental, physical, emotional well being and health","RT @RedCrossCebu  Red Cross Emergency Numbers #Cebu Chapter 032- 4124140 | 09209294645 &amp; Bohol Chapter 038-5019175 | 09209031793  #rescuePH"
